"","pmid","variable_name","variable","value","annotators","var_freq","precision"
"4819","36389342","HYPERTENSION","TIMING_LOGIC","REGULAR BLOOD PRESSURE MONITORING",10,1,0.1
"4820","36389342","DIABETES","TIMING_LOGIC","REGULAR MONITORING AND ANNUAL ASSESSMENTS",10,1,0.1
"4821","36389342","MYOCARDIAL INFARCTION","TIMING_LOGIC","DIAGNOSED DURING HOSPITALIZATION OR CARDIAC EVALUATIONS",10,1,0.1
"4822","30368247","BMI","TIMING_LOGIC","RECORDED DURING ROUTINE HEALTH EXAMINATIONS",10,1,0.1
"4823","30368247","GLUCOSE","TIMING_LOGIC","MEASURED DURING HEALTH EXAMINATIONS",10,2,0.2
"4824","30368247","CHOLESTEROL","TIMING_LOGIC","MEASURED DURING HEALTH EXAMINATIONS",10,1,0.1
"4825","30368247","DEMENTIA","TIMING_LOGIC","DIAGNOSED DURING FOLLOW-UP PERIOD",10,2,0.2
"4826","37441712","AGE","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,7,0.7
"4827","37441712","GENDER","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,7,0.7
"4828","37441712","HYPERTENSION","TIMING_LOGIC","MEASURED DURING ROUTINE CHECK-UPS",10,7,0.7
"4829","37441712","DIABETES MELLITUS","TIMING_LOGIC","MEASURED ANNUALLY DURING ROUTINE CHECK-UPS",10,7,0.7
"4830","37441712","ALCOHOLISM","TIMING_LOGIC","ASSESSED DURING ROUTINE CHECK-UPS",10,5,0.5
"4831","37441712","OBESITY","TIMING_LOGIC","MEASURED DURING ROUTINE CHECK-UPS",10,6,0.6
"4832","37441712","ETHNICITY","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,7,0.7
"4833","37441712","RISK OF HEART FAILURE","TIMING_LOGIC","ASSESSED DURING ROUTINE CHECK-UPS",10,6,0.6
"4834","33655975","BMI","TIMING_LOGIC","MEASURED AT THE TIME OF STUDY ENROLLMENT",10,1,0.1
"4835","33655975","FAT MASS INDEX","TIMING_LOGIC","DERIVED FROM DXA SCAN",10,1,0.1
"4836","33655975","TRUNK FAT MASS INDEX","TIMING_LOGIC","DERIVED FROM DXA SCAN",10,1,0.1
"4837","33655975","MMSE-KC","TIMING_LOGIC","ADMINISTERED DURING COGNITIVE ASSESSMENT",10,1,0.1
"4838","33655975","WORDLIST MEMORY","TIMING_LOGIC","ASSESSED DURING COGNITIVE ASSESSMENT",10,1,0.1
"4839","33655975","LOGISTIC MODELS","TIMING_LOGIC","APPLIED DURING DATA ANALYSIS",10,1,0.1
"4840","37830725","PHYSICAL FITNESS","TIMING_LOGIC","ASSESSED DURING RESEARCH STUDY",10,1,0.1
"4841","37830725","BODY COMPOSITION","TIMING_LOGIC","ASSESSED DURING RESEARCH STUDY",10,1,0.1
"4842","37830725","GENERAL HEALTH STATUS","TIMING_LOGIC","ASSESSED DURING RESEARCH STUDY",10,1,0.1
"4843","37830725","FUNCTIONAL CAPACITY","TIMING_LOGIC","ASSESSED DURING RESEARCH STUDY",10,1,0.1
"4844","37830725","NEUROMUSCULAR CAPACITY","TIMING_LOGIC","ASSESSED DURING RESEARCH STUDY",10,1,0.1
"4845","37830725","DEMENTIA/COGNITIVE FUNCTION","TIMING_LOGIC","ASSESSED DURING RESEARCH STUDY",10,1,0.1
"4846","37830725","QUALITY OF LIFE","TIMING_LOGIC","ASSESSED DURING RESEARCH STUDY",10,1,0.1
"4847","37698858","HYPERTENSION","TIMING_LOGIC","MEASURED DURING ROUTINE CHECK-UPS",10,8,0.8
"4848","37698858","ANTIHYPERTENSIVE USE","TIMING_LOGIC","RECORDED DURING ROUTINE CHECK-UPS",10,2,0.2
"4849","37698858","BASELINE SYSTOLIC BLOOD PRESSURE","TIMING_LOGIC","MEASURED AT THE START OF THE STUDY",10,3,0.3
"4850","37698858","BASELINE DIASTOLIC BLOOD PRESSURE","TIMING_LOGIC","MEASURED AT THE START OF THE STUDY",10,3,0.3
"4851","37698858","ALL-CAUSE DEMENTIA","TIMING_LOGIC","ASSESSED THROUGHOUT THE STUDY PERIOD",10,1,0.1
"4852","38229871","DEMENTIA","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,3,0.3
"4853","38229871","HEART FAILURE","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,2,0.2
"4854","38229871","KIDNEY DISEASE","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,2,0.2
"4855","38229871","CANCER","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,2,0.2
"4856","38229871","ARTERIAL HYPERTENSION","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,1,0.1
"4857","38229871","DIABETES","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,1,0.1
"4858","38229871","ISCHEMIC HEART DISEASE","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,1,0.1
"4859","38229871","CEREBROVASCULAR DISEASE","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,1,0.1
"4860","38229871","PERIPHERAL VASCULAR DISEASE","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,1,0.1
"4861","38229871","LEUKEMIA","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,2,0.2
"4862","31617930","AGE","TIMING_LOGIC",NA,10,3,0.3
"4863","31617930","GENDER","TIMING_LOGIC",NA,10,3,0.3
"4864","31617930","EDUCATION","TIMING_LOGIC",NA,10,5,0.5
"4865","31617930","HYPERTENSION","TIMING_LOGIC",NA,10,8,0.8
"4866","31617930","DIABETES MELLITUS","TIMING_LOGIC",NA,10,1,0.1
"4867","31617930","ALCOHOLISM","TIMING_LOGIC",NA,10,1,0.1
"4868","31617930","OBESITY","TIMING_LOGIC",NA,10,1,0.1
"4869","31617930","ETHNICITY","TIMING_LOGIC",NA,10,3,0.3
"4870","31617930","VITAMIN D DEFICIENCY","TIMING_LOGIC",NA,10,1,0.1
"4871","31617930","RISK OF HEART FAILURE","TIMING_LOGIC",NA,10,1,0.1
"4872","29574441","ALZHEIMER'S DISEASE RISK","TIMING_LOGIC","ASSESSED LONGITUDINALLY DURING FOLLOW-UP VISITS",10,1,0.1
"4873","29574441","LIFESTYLE FACTORS","TIMING_LOGIC","ASSESSED THROUGH SELF-REPORTED QUESTIONNAIRES AND INTERVIEWS",10,1,0.1
"4874","29574441","VASCULAR RISK FACTORS","TIMING_LOGIC","ASSESSED THROUGH CLINICAL MEASUREMENTS AND LABORATORY TESTS",10,1,0.1
"4875","29574441","COGNITIVE FUNCTION","TIMING_LOGIC","ASSESSED THROUGH NEUROPSYCHOLOGICAL TESTS",10,1,0.1
"4876","37203319","AGE","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,10,1
"4877","37203319","ARTERIAL HYPERTENSION","TIMING_LOGIC","MEASURED DURING ROUTINE CHECK-UPS",10,8,0.8
"4878","37203319","CHRONIC RENAL FAILURE","TIMING_LOGIC","EVALUATED BASED ON LAB TESTS AND MEDICAL HISTORY",10,1,0.1
"4879","37203319","DEMENTIA","TIMING_LOGIC","DIAGNOSED BASED ON COGNITIVE ASSESSMENTS AND MEDICAL HISTORY",10,1,0.1
"4880","37203319","CHRONIC OBSTRUCTIVE PULMONARY DISEASE","TIMING_LOGIC","DETERMINED THROUGH PULMONARY FUNCTION TESTS AND MEDICAL HISTORY",10,1,0.1
"4881","37203319","HEART FAILURE","TIMING_LOGIC","DIAGNOSED BASED ON SYMPTOMS, IMAGING, AND BIOMARKERS",10,1,0.1
"4882","37203319","PRIOR STROKE","TIMING_LOGIC","CONFIRMED THROUGH IMAGING AND MEDICAL HISTORY",10,1,0.1
"4883","37203319","CHARLSON INDEX","TIMING_LOGIC","CALCULATED AT THE TIME OF STUDY ENROLLMENT",10,1,0.1
"4884","37203319","GLUCOCORTICOID TREATMENT","TIMING_LOGIC","ADMINISTERED DURING HOSPITALIZATION",10,4,0.4
"4885","37203319","COVID-19 WAVE","TIMING_LOGIC","DETERMINED BASED ON STUDY TIMELINE",10,1,0.1
"4886","30180830","FEV1","TIMING_LOGIC","MEASURED AT 79 YEARS OF AGE",10,1,0.1
"4887","30180830","GRIP STRENGTH","TIMING_LOGIC","MEASURED AT 79 YEARS OF AGE",10,2,0.2
"4888","30180830","WALKING SPEED","TIMING_LOGIC","MEASURED AT 79 YEARS OF AGE",10,1,0.1
"4889","30180830","APOE Ε4 STATUS","TIMING_LOGIC","RECORDED AT BASELINE TESTING",10,1,0.1
"4890","30180830","AGE","TIMING_LOGIC","RECORDED AT BASELINE TESTING",10,1,0.1
"4891","30180830","SEX","TIMING_LOGIC","RECORDED AT BASELINE TESTING",10,1,0.1
"4892","30180830","HEIGHT","TIMING_LOGIC","MEASURED AT BASELINE TESTING",10,1,0.1
"4893","30180830","AGE 11 IQ","TIMING_LOGIC","RECORDED AT AGE 11",10,1,0.1
"4894","30180830","SMOKING STATUS","TIMING_LOGIC","RECORDED AT BASELINE TESTING",10,1,0.1
"4895","30180830","HISTORY OF HYPERTENSION","TIMING_LOGIC","RECORDED AT BASELINE TESTING",10,1,0.1
"4896","30180830","HISTORY OF DIABETES","TIMING_LOGIC","RECORDED AT BASELINE TESTING",10,1,0.1
"4897","36699985","AGE","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,10,1
"4898","36699985","GENDER","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,10,1
"4899","36699985","HYPERTENSION","TIMING_LOGIC","MEASURED DURING ROUTINE CHECK-UPS",10,8,0.8
"4900","36699985","DIABETES MELLITUS","TIMING_LOGIC","MEASURED ANNUALLY DURING ROUTINE CHECK-UPS",10,8,0.8
"4901","36699985","ALCOHOLISM","TIMING_LOGIC","ASSESSED DURING ROUTINE CHECK-UPS",10,7,0.7
"4902","36699985","OBESITY","TIMING_LOGIC","MEASURED DURING ROUTINE CHECK-UPS",10,8,0.8
"4903","36699985","ETHNICITY","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,8,0.8
"4904","34176293","BLOOD PRESSURE VARIABILITY","TIMING_LOGIC","MEASURED AT EACH VISIT OVER TIME",10,1,0.1
"4905","34176293","COGNITIVE DECLINE","TIMING_LOGIC","ASSESSED AT BASELINE AND FOLLOW-UP VISITS",10,3,0.3
"4906","34176293","INCIDENT DEMENTIA","TIMING_LOGIC","DIAGNOSED DURING FOLLOW-UP VISITS",10,1,0.1
"4907","37711969","BLOOD PRESSURE VARIABILITY","TIMING_LOGIC","ASSESSED THROUGH AMBULATORY BP MONITOR AND HOME-BASED BP MONITOR",10,1,0.1
"4908","37711969","COGNITIVE FUNCTIONING","TIMING_LOGIC","ASSESSED THROUGH COGNITIVE TEST BATTERY",10,3,0.3
"4909","37711969","VASCULAR STIFFNESS","TIMING_LOGIC","ASSESSED THROUGH PULSE WAVE ANALYSIS AND PULSE WAVE VELOCITY",10,1,0.1
"4910","37711969","ARTERIAL STIFFNESS","TIMING_LOGIC","EVALUATED THROUGH PULSE WAVE VELOCITY",10,1,0.1
"4911","37711969","CEREBROVASCULAR PULSATILITY","TIMING_LOGIC","ASSESSED VIA TRANSCRANIAL DOPPLER SONOGRAPHY",10,8,0.8
"4912","35897033","T2DM","TIMING_LOGIC","MEASURED ANNUALLY DURING ROUTINE CHECK-UPS",10,3,0.3
"4913","35897033","AGE","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,7,0.7
"4914","35897033","GENDER","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,7,0.7
"4915","35897033","EDUCATION","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,5,0.5
"4916","35897033","HYPERTENSION","TIMING_LOGIC","MEASURED DURING ROUTINE CHECK-UPS",10,5,0.5
"4917","35897033","DEPRESSION","TIMING_LOGIC","ASSESSED THROUGH PATIENT INTERVIEWS OR STANDARDIZED QUESTIONNAIRES",10,1,0.1
"4918","35897033","GLOBAL COGNITIVE Z-SCORE","TIMING_LOGIC","ASSESSED DURING BASELINE AND FOLLOW-UP COGNITIVE TESTS",10,1,0.1
"4919","35533660","SUBJECTIVE COGNITIVE DECLINE","TIMING_LOGIC","ASSESSED DURING STUDY ENROLLMENT",10,1,0.1
"4920","35533660","AGE","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,6,0.6
"4921","35533660","GENDER","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,6,0.6
"4922","35533660","DEPRESSION","TIMING_LOGIC","ASSESSED DURING STUDY ENROLLMENT AND FOLLOW-UPS",10,1,0.1
"4923","35533660","PHYSICAL ACTIVITY","TIMING_LOGIC","SELF-REPORTED OR ASSESSED PERIODICALLY",10,1,0.1
"4924","35533660","VISION PROBLEMS","TIMING_LOGIC","ASSESSED AT STUDY ENROLLMENT AND FOLLOW-UPS",10,1,0.1
"4925","35533660","SEXUAL ORIENTATION","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,2,0.2
"4926","35533660","RACE","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,2,0.2
"4927","34872609","BODY HEIGHT","TIMING_LOGIC","MEASURED AT THE TIME OF STUDY ENROLLMENT",10,7,0.7
"4928","34872609","MINI MENTAL STATE EXAMINATION SCORE","TIMING_LOGIC","ADMINISTERED DURING STUDY ASSESSMENTS",10,1,0.1
"4929","34872609","AGE","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,10,1
"4930","34872609","EDUCATIONAL ATTAINMENT","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,10,1
"4931","34872609","SMOKING STATUS","TIMING_LOGIC","ASSESSED DURING PATIENT INTERVIEWS",10,1,0.1
"4932","34872609","DRINKING STATUS","TIMING_LOGIC","ASSESSED DURING PATIENT INTERVIEWS",10,1,0.1
"4933","34872609","HYPERTENSION","TIMING_LOGIC","DIAGNOSED DURING ROUTINE CHECK-UPS",10,2,0.2
"4934","34872609","DIABETES","TIMING_LOGIC","DIAGNOSED DURING ROUTINE CHECK-UPS",10,1,0.1
"4935","34872609","HYPERCHOLESTEROLEMIA","TIMING_LOGIC","DIAGNOSED DURING ROUTINE CHECK-UPS",10,2,0.2
"4936","38443972","AGE","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,10,1
"4937","38443972","GENDER","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,3,0.3
"4938","38443972","EDUCATION","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,10,1
"4939","38443972","HYPERTENSION","TIMING_LOGIC","MEASURED DURING ROUTINE CHECK-UPS",10,6,0.6
"4940","38443972","DIABETES MELLITUS","TIMING_LOGIC","MEASURED ANNUALLY DURING ROUTINE CHECK-UPS",10,1,0.1
"4941","38443972","OBESITY","TIMING_LOGIC","MEASURED DURING ROUTINE CHECK-UPS",10,1,0.1
"4942","38443972","ETHNICITY","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,1,0.1
"4943","38443972","RISK OF HEART FAILURE","TIMING_LOGIC","ASSESSED DURING ROUTINE CHECK-UPS",10,1,0.1
"4944","37079031","RETINAL THICKNESS","TIMING_LOGIC","MEASURED DURING OPTICAL COHERENCE TOMOGRAPHY SCANS",10,1,0.1
"4945","37079031","GLOBAL COGNITION","TIMING_LOGIC","ASSESSED DURING COGNITIVE TESTING",10,1,0.1
"4946","37079031","DISEASE DURATION","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,2,0.2
"4947","37079031","CAG REPEATS","TIMING_LOGIC","MEASURED AT THE TIME OF STUDY ENROLLMENT",10,1,0.1
"4948","37079031","SMOKING STATUS","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,4,0.4
"4949","37079031","MACULAR VOLUME","TIMING_LOGIC","MEASURED DURING OPTICAL COHERENCE TOMOGRAPHY SCANS",10,1,0.1
"4950","37079031","RETINAL NERVE FIBER LAYER THICKNESS","TIMING_LOGIC","MEASURED DURING OPTICAL COHERENCE TOMOGRAPHY SCANS",10,1,0.1
"4951","36265125","PULMONARY DISEASE","TIMING_LOGIC","ASSESSED DURING ROUTINE CHECK-UPS",10,3,0.3
"4952","36265125","DEMENTIA","TIMING_LOGIC","ASSESSED DURING ROUTINE COGNITIVE ASSESSMENTS",10,1,0.1
"4953","36265125","GASTROINTESTINAL DISEASE","TIMING_LOGIC","ASSESSED DURING ROUTINE GASTROINTESTINAL EVALUATIONS",10,1,0.1
"4954","36265125","STROKE","TIMING_LOGIC","ASSESSED DURING HOSPITAL ADMISSIONS OR OUTPATIENT VISITS",10,1,0.1
"4955","36265125","HEPATOBILIARY DISEASE","TIMING_LOGIC","ASSESSED DURING LIVER FUNCTION TESTS OR IMAGING STUDIES",10,1,0.1
"4956","36265125","HYPERLIPIDEMIA","TIMING_LOGIC","ASSESSED DURING ROUTINE LIPID PROFILE TESTS",10,2,0.2
"4957","36265125","AUTOIMMUNE DISEASE","TIMING_LOGIC","ASSESSED DURING RHEUMATOLOGICAL EVALUATIONS",10,2,0.2
"4958","36265125","CANCER","TIMING_LOGIC","ASSESSED DURING ONCOLOGICAL TREATMENTS OR SCREENINGS",10,1,0.1
"4959","36265125","KIDNEY DISEASE","TIMING_LOGIC","ASSESSED DURING RENAL FUNCTION TESTS OR NEPHROLOGY CONSULTATIONS",10,1,0.1
"4960","36265125","HYPERTENSION","TIMING_LOGIC","ASSESSED DURING ROUTINE BLOOD PRESSURE MEASUREMENTS",10,2,0.2
"4961","36265125","PSYCHOTIC DISORDERS","TIMING_LOGIC","ASSESSED DURING PSYCHIATRIC EVALUATIONS OR HOSPITALIZATIONS",10,1,0.1
"4962","37448423","AGE","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,10,1
"4963","37448423","GENDER","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,10,1
"4964","37448423","ETHNICITY","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,9,0.9
"4965","37448423","HYPERTENSION","TIMING_LOGIC","MEASURED DURING ROUTINE CHECK-UPS",10,10,1
"4966","37448423","DIABETES MELLITUS","TIMING_LOGIC","MEASURED ANNUALLY DURING ROUTINE CHECK-UPS",10,5,0.5
"4967","37448423","OBESITY","TIMING_LOGIC","MEASURED DURING ROUTINE CHECK-UPS",10,4,0.4
"4968","35102219","HYPERTENSION","TIMING_LOGIC","MEASURED DURING ROUTINE CHECK-UPS",10,7,0.7
"4969","35102219","DIABETES MELLITUS","TIMING_LOGIC","MEASURED ANNUALLY DURING ROUTINE CHECK-UPS",10,5,0.5
"4970","35102219","AGE","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,7,0.7
"4971","35102219","GENDER","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,5,0.5
"4972","35102219","EDUCATION","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,2,0.2
"4973","35102219","ALCOHOLISM","TIMING_LOGIC","ASSESSED DURING ROUTINE CHECK-UPS",10,4,0.4
"4974","35102219","OBESITY","TIMING_LOGIC","MEASURED DURING ROUTINE CHECK-UPS",10,5,0.5
"4975","35102219","ETHNICITY","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,3,0.3
"4976","35102219","VITAMIN D DEFICIENCY","TIMING_LOGIC","MEASURED AT THE TIME OF STUDY ENROLLMENT",10,2,0.2
"4977","35102219","RISK OF HEART FAILURE","TIMING_LOGIC","ASSESSED DURING ROUTINE CHECK-UPS",10,3,0.3
"4978","33839636","ACUTE CONFUSIONAL SYNDROME","TIMING_LOGIC",NA,10,2,0.2
"4979","33839636","NEUROLOGICAL PATHOLOGY","TIMING_LOGIC",NA,10,5,0.5
"4980","33839636","RHEUMATOLOGIC DISEASES","TIMING_LOGIC",NA,10,5,0.5
"4981","33839636","GENERAL CONDITION DETERIORATION","TIMING_LOGIC",NA,10,1,0.1
"4982","33839636","DYSPNEA","TIMING_LOGIC",NA,10,1,0.1
"4983","33839636","DECREASED LEVEL OF CONSCIOUSNESS","TIMING_LOGIC",NA,10,1,0.1
"4984","33839636","FEVER","TIMING_LOGIC",NA,10,1,0.1
"4985","33839636","POLYPHARMACY","TIMING_LOGIC",NA,10,5,0.5
"4986","33839636","DIURETICS USE","TIMING_LOGIC",NA,10,1,0.1
"4987","33126696","DEPRESSION","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT AND DURING FOLLOW-UP VISITS",10,1,0.1
"4988","33126696","DYSLIPIDEMIA","TIMING_LOGIC","ASSESSED DURING ROUTINE CHECK-UPS AND MEDICAL EVALUATIONS",10,1,0.1
"4989","33126696","TYPE 2 DIABETES MELLITUS","TIMING_LOGIC","MEASURED ANNUALLY DURING ROUTINE CHECK-UPS AND FOLLOW-UP VISITS",10,1,0.1
"4990","33126696","HYPERTENSION","TIMING_LOGIC","MEASURED DURING ROUTINE CHECK-UPS AND MEDICAL EVALUATIONS",10,1,0.1
"4991","36092174","BMI","TIMING_LOGIC","CALCULATED FROM MEASURED WEIGHT AND HEIGHT",10,1,0.1
"4992","36092174","COMORBIDITIES","TIMING_LOGIC","ASSESSED AT THE TIME OF STUDY ENROLLMENT",10,2,0.2
"4993","36092174","TRAUMA MECHANISM","TIMING_LOGIC","ASSESSED AT THE TIME OF INJURY OCCURRENCE",10,1,0.1
"4994","36092174","ANATOMICAL LOCATION","TIMING_LOGIC","ASSESSED AT THE TIME OF INJURY OCCURRENCE",10,1,0.1
"4995","36092174","NUTRITIONAL STATUS","TIMING_LOGIC","ASSESSED DURING THE STUDY PERIOD",10,1,0.1
"4996","33798213",NA,"TIMING_LOGIC",NA,10,1,0.1
"4997","31444142","BLOOD PRESSURE","TIMING_LOGIC",NA,10,4,0.4
"4998","31444142","WHITE MATTER HYPERINTENSITY VOLUME","TIMING_LOGIC",NA,10,3,0.3
"4999","31444142","AMYLOID","TIMING_LOGIC",NA,10,1,0.1
"5000","31444142","WHOLE-BRAIN VOLUME","TIMING_LOGIC",NA,10,5,0.5
"5001","31444142","HIPPOCAMPAL VOLUME","TIMING_LOGIC",NA,10,5,0.5
"5002","31444142","COGNITIVE SCORE","TIMING_LOGIC",NA,10,1,0.1
"5003","31444142","GENOTYPING","TIMING_LOGIC",NA,10,2,0.2
"5004","31444142","SOCIOECONOMIC POSITION","TIMING_LOGIC",NA,10,1,0.1
"5005","31444142","SMOKING STATUS","TIMING_LOGIC",NA,10,2,0.2
"5006","31444142","HYPERCHOLESTEROLEMIA","TIMING_LOGIC",NA,10,1,0.1
"5007","31444142","DIABETES","TIMING_LOGIC",NA,10,3,0.3
"5008","31444142","BODY MASS INDEX","TIMING_LOGIC",NA,10,3,0.3
"5009","31444142","ANTIHYPERTENSIVE MEDICATION USE","TIMING_LOGIC",NA,10,2,0.2
"5010","31444142","CHILDHOOD COGNITION SCORE","TIMING_LOGIC",NA,10,1,0.1
"5011","31444142","SEX","TIMING_LOGIC",NA,10,1,0.1
"5012","31444142","APOE Ε4 CARRIER","TIMING_LOGIC",NA,10,1,0.1
"5013","31444142","PULSE PRESSURE","TIMING_LOGIC",NA,10,1,0.1
"5014","31444142","AGE","TIMING_LOGIC",NA,10,4,0.4
"5015","33067992","METABOLIC SYNDROME","TIMING_LOGIC","ASSESSED AT THE TIME OF STUDY ENROLLMENT",10,1,0.1
"5016","33067992","CERAD-NB TOTAL SCORE","TIMING_LOGIC","ASSESSED DURING NEUROPSYCHOLOGICAL EVALUATION",10,3,0.3
"5017","33067992","MSSS","TIMING_LOGIC","CALCULATED USING EQUATIONS",10,1,0.1
"5018","33067992","HYPERTENSION","TIMING_LOGIC","MEASURED WITH SPHYGMOMANOMETER AFTER 5-MINUTE REST",10,1,0.1
"5019","33067992","HIGH TRIGLYCERIDES","TIMING_LOGIC","MEASURED FROM FASTING BLOOD SAMPLES",10,1,0.1
"5020","33067992","LOW HDL CHOLESTEROL","TIMING_LOGIC","MEASURED FROM FASTING BLOOD SAMPLES",10,1,0.1
"5021","33067992","HIGH GLUCOSE","TIMING_LOGIC","MEASURED FROM FASTING BLOOD SAMPLES",10,1,0.1
"5022","33067992","ABDOMINAL OBESITY","TIMING_LOGIC","MEASURED THROUGH WAIST CIRCUMFERENCE",10,1,0.1
"5023","33067992","WORD LIST RECALL","TIMING_LOGIC","ASSESSED DURING NEUROPSYCHOLOGICAL EVALUATION",10,1,0.1
"5024","33767305",NA,"TIMING_LOGIC",NA,10,1,0.1
"5025","36389342","PACE DOMAIN","TIMING_LOGIC","MEASURED DURING GAIT ASSESSMENTS",10,1,0.1
"5026","36389342","RHYTHM DOMAIN","TIMING_LOGIC","MEASURED DURING GAIT ASSESSMENTS",10,1,0.1
"5027","36389342","GMV PATTERN ASSOCIATED WITH PACE","TIMING_LOGIC","ASSESSED USING NEUROIMAGING TECHNIQUES",10,1,0.1
"5028","36389342","GMV PATTERN ASSOCIATED WITH RHYTHM","TIMING_LOGIC","ASSESSED USING NEUROIMAGING TECHNIQUES",10,1,0.1
"5029","36389342","VASCULAR DISEASE","TIMING_LOGIC","DIAGNOSED DURING MEDICAL ASSESSMENTS",10,1,0.1
"5030","30368247","BLOOD PRESSURE","TIMING_LOGIC",NA,10,1,0.1
"5031","30368247","GLUCOSE","TIMING_LOGIC",NA,10,1,0.1
"5032","30368247","CHOLESTEROL","TIMING_LOGIC",NA,10,1,0.1
"5033","30368247","BODY MASS INDEX","TIMING_LOGIC",NA,10,1,0.1
"5034","30368247","DEMENTIA","TIMING_LOGIC",NA,10,1,0.1
"5035","30368247","HYPERTENSION","TIMING_LOGIC",NA,10,1,0.1
"5036","30368247","DIABETES MELLITUS","TIMING_LOGIC",NA,10,1,0.1
"5037","30368247","ALCOHOLISM","TIMING_LOGIC",NA,10,1,0.1
"5038","30368247","OBESITY","TIMING_LOGIC",NA,10,1,0.1
"5039","30368247","ETHNICITY","TIMING_LOGIC",NA,10,1,0.1
"5040","33655975","BODY MASS INDEX","TIMING_LOGIC","MEASURED AT THE TIME OF STUDY ENROLLMENT",10,5,0.5
"5041","33655975","TOTAL FAT MASS","TIMING_LOGIC","MEASURED DURING STUDY ENROLLMENT",10,1,0.1
"5042","33655975","TRUNK FAT MASS","TIMING_LOGIC","MEASURED DURING STUDY ENROLLMENT",10,1,0.1
"5043","33655975","FAT-FREE MASS","TIMING_LOGIC","MEASURED DURING STUDY ENROLLMENT",10,1,0.1
"5044","33655975","FAT MASS INDEX","TIMING_LOGIC","MEASURED DURING STUDY ENROLLMENT",10,1,0.1
"5045","33655975","TRUNK FAT MASS INDEX","TIMING_LOGIC","MEASURED DURING STUDY ENROLLMENT",10,1,0.1
"5046","33655975","FAT-FREE MASS INDEX","TIMING_LOGIC","MEASURED DURING STUDY ENROLLMENT",10,1,0.1
"5047","37830725","AGE","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,2,0.2
"5048","37830725","GENDER","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,2,0.2
"5049","37830725","ETHNICITY","TIMING_LOGIC","RECORDED AT THE TIME OF STUDY ENROLLMENT",10,1,0.1
"5050","37830725","OBESITY","TIMING_LOGIC","MEASURED DURING ROUTINE CHECK-UPS",10,2,0.2
