"","pmid","year","journal","articletitle","abstract"
"79","33239117","2020","Epidemiology and psychiatric sciences","NHS Health Checks for people with mental ill-health 2013-2017: an observational study.","People living with serious mental ill-health experience adverse cardiovascular outcomes causing some of the greatest health inequality gaps in England, UK. We describe uptake of the NHS Health Check programme in people with mental ill-health, and rates of new diagnoses and management of cardiovascular risk factors in those who attend NHS Health Checks in comparison to those people without mental ill-health. We used a large nationally representative database of people registered with general practitioners in England (QResearch). Between 2013 and 2017, we analysed attendance at NHS Health Checks and outcomes in the succeeding 12 months, in people with serious mental illness (SMI) including psychoses and in people prescribed long-term antidepressant medications (LTAD), with comparison to attendees who did not have these conditions. Hazard ratios (HR) were used to describe the association between outcomes and SMI and LTAD adjusting for sociodemographic variables. In those eligible for the NHS Health Check programme, we found a higher percentage of people with SMI attended an NHS Health Check (65 490, 19.8%) than those without SMI (524 728, 16.6%); adjusted HR 1.05 [95% confidence interval 1.02-1.08]. We also observed a higher percentage of attendance in people on LTAD (46 437, 20.1%) compared to people who were not prescribed LTAD (543 781, 16.7%); adjusted HR 1.10 (1.08-1.13). People with SMI were more likely to be identified with chronic kidney disease (CKD, HR 1.23, 1.12-1.34) and type 2 diabetes (HR 1.14, 1.03-1.25) within the 12 months following their NHS Health Check compared with those without SMI. People on LTAD were more likely to be identified with CKD (HR 1.55, 1.42-1.70) and type 2 diabetes (HR 1.45, 1.31-1.60) and also hypertension, cardiovascular disease, non-diabetic hyperglycaemia, familial hypercholesterolemia and dementia within the 12 months following their NHS Health Check. Statins were more likely to be prescribed to NHS Health Check attendees with SMI and those on LTAD than those without these conditions; HR 1.31 (1.25-1.38) and 1.91 (1.82-2.01), respectively. Antihypertensives were more likely to be prescribed to those on LTAD; HR 1.21 (1.14-1.29). We found evidence that people with SMI or on LTAD treatment were 5-10% more likely to access NHS Health Checks than people without these conditions. People with SMI or on LTAD treatment who attended NHS Health Checks had higher rates of diagnosis of CKD, type 2 diabetes and some other relevant co-morbidities and increased treatment with statins and also anti-hypertensive medication in people on LTAD. This is likely to contribute to equitable reduction in adverse cardiovascular events for people with mental ill-health."
"80","33191253","2020","BMJ open","Vascular and metabolic risk factor differences prior to dementia diagnosis: a multidatabase case-control study using European electronic health records.","The objective of the study is to compare body mass index (BMI), systolic/diastolic blood pressure (SBP/DBP) and serum total cholesterol levels between dementia cases and controls at multiple time intervals prior to dementia onset, and to test time interval as a modifying factor for these associations. Case-control study. Six European electronic health records databases. 291 780 cases at the date of first-recorded dementia diagnosis, compared with 29 170 549 controls randomly selected from the same databases, age matched and sex matched at this index date. The following measures were extracted whenever recorded within each dataset: BMI (kg/m2), SBP and DBP (mm Hg) and serum total cholesterol (mmol/L). Levels for each of these variables were defined within six 2-year time intervals over the 12 years prior to the index date. Case-control differences in exposures of interest were modelled for each time period and adjusted for demographic and clinical factors (ischaemic/unspecified stroke, type 2 diabetes mellitus, acute myocardial infarction, hypertension diagnosis, antihypertensive medication, cholesterol-lowering medication). Coefficients and interactions with time period were meta-analysed across the six databases. Mean BMI (coefficient -1.16 kg/m2; 95% CI -1.38 to 0.93) and SBP (-2.83 mm Hg; 95% CI -4.49 to -1.16) were lower in cases at diagnosis, and case-control differences were greater in more recent time periods, as indicated by significant case-x-time interaction and case-x-time-squared interaction terms. Time variations in coefficients for cholesterol levels were less consistent between databases and those for DBP were largely not significant. Routine clinical data show emerging divergence in levels of BMI and SBP prior to the diagnosis of dementia but less evidence for DBP or total cholesterol levels. These divergences should receive at least some consideration in routine dementia risk screening, although underlying mechanisms still require further investigation."
"81","32039855","2020","Journal of Alzheimer's disease : JAD","Day-to-Day Home Blood Pressure Variability is Associated with Cerebral Small Vessel Disease Burden in a Memory Clinic Population.","High visit-to-visit blood pressure variability (BPV) has been associated with cognitive decline and cerebral small vessel disease (cSVD), in particular cerebrovascular lesions. Whether day-to-day BPV also relates to cSVD has not been investigated. To investigate the cross-sectional association between day-to-day BPV and total cSVD MRI burden in older memory clinic patients. We included outpatients referred to our memory clinic, who underwent cerebral MRI as part of their diagnostic assessment. We determined the validated total cSVD score (ranging from 0-4) by combining four markers of cSVD that were visually rated. Home blood pressure (BP) measurements were performed for one week, twice a day, according to international guidelines. BPV was defined as the within-subject coefficient of variation (CV; standard deviation/mean BP*100). We used multivariable ordinal logistic regression analyses adjusted for age, sex, smoking, diabetes, antihypertensive medication, history of cardiovascular disease, and mean BP. For 82 patients (aged 71.2±7.9 years), mean home BP was 140/79±15/9 mmHg. Dementia and mild cognitive impairment were diagnosed in 46% and 34%, respectively. 78% had one or more markers of cSVD. Systolic CV was associated with cSVD burden (adjusted odds ratio per point increase in CV = 1.29, 95% confidence interval = 1.04-1.60, p = 0.022). There were no differences in diastolic CV and mean BP between the cSVD groups. When we differentiated between morning and evening BP, only evening BPV remained significantly associated with total cSVD burden. Day-to-day systolic BPV is associated with cSVD burden in memory clinic patients. Future research should indicate whether lowering BPV should be included in BP management in older people with memory complaints."
"82","32024303","2020","Nutrients","Impending Low Intake Dehydration at Admission to A Geriatric Ward- Prevalence and Correlates in a Cross-Sectional Study.","Dehydration risk increases with frailty and functional dependency, but a limited number of studies have evaluated this association in hospitalized geriatric patients. This cross-sectional study aimed to assess the prevalence and determinants of dehydration in patients admitted to the geriatric ward. Dehydration was diagnosed when calculated osmolarity was above 295 mMol/L. Logistic regression analyses (direct and stepwise backward) were used to assess determinants of impending dehydration. 358 of 416 hospitalized patients (86.1%) were included: 274 (76.5%) women, and 309 (86.4%) 75+ year-old. Dehydration was diagnosed in 209 (58.4%) cases. Significantly higher odds for impending dehydration were observed only for chronic kidney disease with trends for diabetes and procognitive medication when controlling for several health, biochemical, and nutritional parameters and medications. After adjusting for ""dementia"" the negative effect of ""taking procognitive medications"" became a significant one. Chronic kidney disease, diabetes, taking procognitive medications and hypertension were the main variables for the outcome prediction according to the stepwise backward regression analysis. This may indicate an additional benefit of reducing the risk of dehydration when using procognitive drugs in older patients with dementia."
"83","32005901","2020","Scientific reports","Association between diabetes and cognitive function at baseline in the Brazilian Longitudinal Study of Adult Health (ELSA- Brasil).","Diabetes has been associated with cognitive changes and an increased risk of vascular dementia and Alzheimer's disease, but it is unclear whether there are associations between diabetes and early alterations in cognitive performance. The present study consisted of a cross-section analysis of 14,444 participants aged 35-74 years and from a developing country at baseline in the Brazilian Longitudinal Study of Adult Health (ELSA-Brasil); these participants were recruited between 2008 and 2010. We investigated whether there was an association between diabetes and early changes in the cognitive performance of this Brazilian population. To assess cognitive domains, we used the word-list learning, word-list delayed recall and word recognition tests along. Phonemic verbal fluency tests included semantic phonemic test (animals) and a phonemic test (words beginning with the letter F). Executive functions associated with attention, concentration and psychomotor speed were evaluated using the Trail Making Test B. The exposure variable in the study was defined as diabetes. Multiple linear regression was used to estimate the association between diabetes and cognitive performance. The results were adjusted for age, sex, education, hypertension, coronary disease, depression, physical activity, smoking, alcohol consumption, and the cholesterol/HDL-C ratio. We found a significant association between diabetes and decreased memory, language and executive function (attention, concentration and psychomotor speed) performance in this population from a country with a distinct epidemiological profile, even after adjusting for the main intervening variables."
"84","30898818","2019","BMJ open","A cross-sectional study to assess prevalence and factors associated with mild cognitive impairment among older adults in an urban area of Kerala, South India.","To assess the prevalence and factors associated with mild cognitive impairment (MCI) among older adults in an urban area of South India. The study was conducted in the capital city of Thiruvananthapuram in the South Indian state of Kerala. The study participants were community-dwelling individuals aged 60 years and above. MCI was the primary outcome measure and was defined using the criteria by European Alzheimer's Disease Consortium. Cognitive assessment was done using the Malayalam version of Addenbrooke's Cognitive Examination tool. Data were also collected on sociodemographic variables, self-reported comorbidities like hypertension and diabetes, lifestyle factors, depression, anxiety and activities of daily living. The prevalence of MCI was found to be 26.06% (95% CI of 22.12 to 30.43). History of imbalance on walking (adjusted OR 2.75; 95 % CI of 1.46 to 5.17), presence of depression (adjusted OR 2.17, 95 % CI of 1.21 to 3.89), anxiety (adjusted OR 2.22; 95 % CI of 1.21 to 4.05) and alcohol use (adjusted OR 1.99; 95 % CI of 1.02 to 3.86) were positively associated with MCI while leisure activities at home (adjusted OR 0.33; 95 % CI of 0.11 to 0.95) were negatively associated. The prevalence of MCI is high in Kerala. It is important that the health system and the government take up urgent measures to tackle this emerging public health issue."
"85","30897897","2019","Clinical and molecular hepatology","Portal pressure gradient and serum albumin: A simple combined parameter associated with the appearance of ascites in decompensated cirrhosis treated with transjugular intrahepatic portosystemic shunt.","In recent years, greater assessment accuracy after transjugular intrahepatic portosystemic shunt (TIPS) to ascertain prognosis has become important in decompensated cirrhosis due to portal hypertension. The aim of this study was to assess the ratio of the portal pressure gradient (PPG) pre-TIPS (pre-PPG) to albumin (PPA), which influence ascites formation in cirrhotic patients in the 6-months after TIPS placement, and is a metric introduced in our study. This was a retrospective cohort study of 58 patients with decompensated cirrhosis admitted to an academic hospital for the purpose of TIPS placement. We collected the following data: demographics, laboratory measures, and PPG during the TIPS procedure. Then we analyzed the association between the above data and ascites formation postTIPS in cirrhosis patients. Twenty-two patients with ascites and 28 without ascites were evaluated. Univariate and binary logistic regression analysis were adjusted for the following variables: to determine prognosis; Child-Pugh scores, lymphocyte count, platelet count, hemoglobin level, albumin level and pre-PPG or PPA. The outcome showed that PPA was better than pre-PPG and albumin for predicting ascites according to area under receiver operating characteristic curves and a statistical model that also showed PPA's influence 6-months post-TIPS. The combined measurement of pre-PPG and albumin, defined as PPA, may provide a better way to predict post-TIPS ascites in decompensated cirrhosis, which underlines the need for a large clinical trial in the future."
"86","30656187","2019","Annals of clinical and translational neurology","Retinal image analytics detects white matter hyperintensities in healthy adults.","We investigated whether an automatic retinal image analysis (ARIA) incorporating machine learning approach can identify asymptomatic older adults harboring high burden of white matter hyperintensities (WMH) using MRI as gold standard. In this cross-sectional study, we evaluated 180 community-dwelling, stroke-, and dementia-free healthy subjects and performed ARIA by acquiring a nonmydriatic retinal fundus image. The primary outcome was the diagnostic performance of ARIA in detecting significant WMH on MRI brain, defined as age-related white matter changes (ARWMC) grade ≥2. We analyzed both clinical variables and retinal characteristics using logistic regression analysis. We developed a machine learning network model with ARIA to estimate WMH and its classification. All 180 subjects completed MRI and ARIA. The mean age was 70.3 ± 4.5 years, 70 (39%) were male. Risk factor profiles were: 106 (59%) hypertension, 31 (17%) diabetes, and 47 (26%) hyperlipidemia. Severe WMH (global ARWMC grade ≥2) was found in 56 (31%) subjects. The performance for detecting severe WMH with sensitivity (SN) 0.929 (95% CI from 0.819 to 0.977) and specificity (SP) 0.984 (95% CI from 0.937 to 0.997) was excellent. There was a good correlation between WMH volume (log-transformed) obtained from MRI versus those estimated from retinal images using ARIA with a correlation coefficient of 0.897 (95% CI from 0.864 to 0.922). We developed a robust algorithm to automatically evaluate retinal fundus image that can identify subjects with high WMH burden. Further community-based prospective studies should be performed for early screening of population at risk of cerebral small vessel disease."
"87","31714941","2019","PLoS medicine","Variation in blood pressure and long-term risk of dementia: A population-based cohort study.","Variation in blood pressure may relate to dementia risk via autonomic disturbance or hemodynamic mechanisms, but the long-term associations are unclear. We aimed to determine whether blood pressure variation over a period of years, considering both magnitude and direction, is associated with the risk of dementia. In a prospective cohort study ongoing since 1989 in the Netherlands, 5,273 dementia-free participants (58.1% women; mean [SD] age, 67.6 [8.0] years) were included. As of 2016, 1,059 dementia cases occurred during a median follow-up of 14.6 years. Absolute variation in systolic blood pressure (SBP) was assessed as the absolute difference in SBP divided by the mean over two sequential visits every 4.2 (median) years, with the first quantile set as the reference level. The direction was the rise or fall in SBP, with the third quantile set as the reference level. We estimated the risk of dementia in relation to SBP variation measured at different time windows (i.e., at least 0, 5, 10, and 15 years) prior to dementia diagnosis, with adjustments for age, sex, education, apolipoprotein E (APOE) genotype, vascular risk factors, and history of cardiovascular disease. We repeated the above analysis for variation in diastolic blood pressure (DBP). A large SBP variation was associated with an increased dementia risk, which became more pronounced with longer intervals between the assessment of SBP variation and the diagnosis of dementia. The hazard ratio (HR) associated with large variation (the highest quintile) increased from 1.08 (95% confidence interval [CI] 0.88-1.34, P = 0.337) for risk within 5 years of SBP variation measurement to 3.13 (95% CI 2.05-4.77; P < 0.001) for risk after at least 15 years since the measurement of SBP variation. The increased long-term risk was associated with both large rises (HR for the highest quintile, 3.31 [95% CI 2.11-5.18], P < 0.001) and large falls in SBP (HR for the lowest quintile, 2.20 [95% CI 1.33-3.63], P = 0.002), whereas the higher short-term risk was only associated with large falls in SBP (HR, 1.21 [95% CI 1.00-1.48], P = 0.017). Similar findings were observed for variation in DBP. Despite our assessment of major confounders, potential residual confounding is possible, and the findings on blood pressure variability over periods of years may not be generalizable to variability over periods of days and other shorter periods. Results of this study showed that a large blood pressure variation over a period of years was associated with an increased long-term risk of dementia. The association between blood pressure variation and dementia appears most pronounced when this variation occurred long before the diagnosis. An elevated long-term risk of dementia was observed with both a large rise and fall in blood pressure."
"88","31617930","2019","JAMA network open","Association of Acquired and Heritable Factors With Intergenerational Differences in Age at Symptomatic Onset of Alzheimer Disease Between Offspring and Parents With Dementia.","Acquired and heritable traits are associated with dementia risk; however, how these traits are associated with age at symptomatic onset (AAO) of Alzheimer disease (AD) is unknown. Identifying the associations of acquired and heritable factors with variability in intergenerational AAO of AD could facilitate diagnosis, assessment, and counseling of the offspring of parents with AD. To quantify the associations of acquired and heritable factors with intergenerational differences in AAO of AD. This nested cohort study used data from the Knight Alzheimer Disease Research Center that included community-dwelling participants with symptomatic AD, parental history of dementia, and available DNA data who were enrolled in prospective studies of memory and aging from September 1, 2005, to August 31, 2016. Clinical, biomarker, and genetic data were extracted on January 17, 2017, and data analyses were conducted from July 1, 2017, to August 20, 2019. The associations of acquired (ie, years of education; body mass index; history of cardiovascular disease, hypertension, hypercholesterolemia, diabetes, active depression within 2 years, traumatic brain injury, tobacco use, and unhealthy alcohol use; and retrospective determination of AAO) and heritable factors (ie, ethnicity/race, paternal or maternal inheritance, parental history of early-onset dementia, APOE ε4 allele status, and AD polygenic risk scores) to intergenerational difference in AAO of AD were quantified using stepwise forward multivariable regression. Missense or frameshift variants within genes associated with AD pathogenesis were screened using whole-exome sequencing. There were 164 participants with symptomatic AD, known parental history of dementia, and available DNA data (mean [SD] age, 70.9 [8.3] years; 90 [54.9%] women) included in this study. Offspring were diagnosed with symptomatic AD a mean (SD) 6.1 (10.7) years earlier than their parents (P < .001). The adjusted R2 for measured acquired and heritable factors for intergenerational difference in AAO of AD was 0.29 (F8,155 = 9.13; P < .001). Paternal (β = -9.52 [95% CI, -13.79 to -5.25]) and maternal (β = -6.68 [95% CI, -11.61 to -1.75]) history of dementia, more years of education (β = -0.58 [95% CI -1.08 to -0.09]), and retrospective determination of AAO (β = -3.46 [95% CI, -6.40 to -0.52]) were associated with earlier-than-expected intergenerational difference in AAO of AD. Parental history of early-onset dementia (β = 21.30 [95% CI, 15.01 to 27.59]), presence of 1 APOE ε4 allele (β = 5.00 [95% CI, 2.11 to 7.88]), and history of hypertension (β = 3.81 [95% CI, 0.88 to 6.74]) were associated with later-than-expected intergenerational difference in AAO of AD. Missense or frameshift variants within genes associated with AD pathogenesis were more common in participants with the greatest unexplained variability in intergenerational AAO of AD (19 of 48 participants [39.6%] vs 26 of 116 participants [22.4%]; P = .03). Acquired and heritable factors were associated with a substantial proportion of variability in intergenerational AAO of AD. Variants in genes associated with AD pathogenesis may contribute to unexplained variability, justifying further study."
"89","31444142","2019","The Lancet. Neurology","Associations between blood pressure across adulthood and late-life brain structure and pathology in the neuroscience substudy of the 1946 British birth cohort (Insight 46): an epidemiological study.","Midlife hypertension confers increased risk for cognitive impairment in late life. The sensitive period for risk exposure and extent that risk is mediated through amyloid or vascular-related mechanisms are poorly understood. We aimed to identify if, and when, blood pressure or change in blood pressure during adulthood were associated with late-life brain structure, pathology, and cognition. Participants were from Insight 46, a neuroscience substudy of the ongoing longitudinal Medical Research Council National Survey of Health and Development, a birth cohort that initially comprised 5362 individuals born throughout mainland Britain in one week in 1946. Participants aged 69-71 years received T1 and FLAIR volumetric MRI, florbetapir amyloid-PET imaging, and cognitive assessment at University College London (London, UK); all participants were dementia-free. Blood pressure measurements had been collected at ages 36, 43, 53, 60-64, and 69 years. We also calculated blood pressure change variables between ages. Primary outcome measures were white matter hyperintensity volume (WMHV) quantified from multimodal MRI using an automated method, amyloid-β positivity or negativity using a standardised uptake value ratio approach, whole-brain and hippocampal volumes quantified from 3D-T1 MRI, and a composite cognitive score-the Preclinical Alzheimer Cognitive Composite (PACC). We investigated associations between blood pressure and blood pressure changes at and between 36, 43, 53, 60-64, and 69 years of age with WMHV using generalised linear models with a gamma distribution and log link function, amyloid-β status using logistic regression, whole-brain volume and hippocampal volumes using linear regression, and PACC score using linear regression, with adjustment for potential confounders. Between May 28, 2015, and Jan 10, 2018, 502 individuals were assessed as part of Insight 46. 465 participants (238 [51%] men; mean age 70·7 years [SD 0·7]; 83 [18%] amyloid-β-positive) were included in imaging analyses. Higher systolic blood pressure (SBP) and diastolic blood pressure (DBP) at age 53 years and greater increases in SBP and DBP between 43 and 53 years were positively associated with WMHV at 69-71 years of age (increase in mean WMHV per 10 mm Hg greater SBP 7%, 95% CI 1-14, p=0·024; increase in mean WMHV per 10 mm Hg greater DBP 15%, 4-27, p=0·0057; increase in mean WMHV per one SD change in SBP 15%, 3-29, p=0·012; increase in mean WMHV per 1 SD change in DBP 15%, 3-30, p=0·017). Higher DBP at 43 years of age was associated with smaller whole-brain volume at 69-71 years of age (-6·9 mL per 10 mm Hg greater DBP, -11·9 to -1·9, p=0·0068), as were greater increases in DBP between 36 and 43 years of age (-6·5 mL per 1 SD change, -11·1 to -1·9, p=0·0054). Greater increases in SBP between 36 and 43 years of age were associated with smaller hippocampal volumes at 69-71 years of age (-0·03 mL per 1 SD change, -0·06 to -0·001, p=0·043). Neither absolute blood pressure nor change in blood pressure predicted amyloid-β status or PACC score at 69-71 years of age. High and increasing blood pressure from early adulthood into midlife seems to be associated with increased WMHV and smaller brain volumes at 69-71 years of age. We found no evidence that blood pressure affected cognition or cerebral amyloid-β load at this age. Blood pressure monitoring and interventions might need to start around 40 years of age to maximise late-life brain health. Alzheimer's Research UK, Medical Research Council, Dementias Platform UK, Wellcome Trust, Brain Research UK, Wolfson Foundation, Weston Brain Institute, Avid Radiopharmaceuticals."
"90","28817241","2018","ESC heart failure","Association between vitamin D deficiency and heart failure risk in the elderly.","The aim of this study was to evaluate the association between vitamin D deficiency and risk of heart failure in elderly patients of cardiology outpatient clinics. A cross-sectional study with an analytical approach was employed. Clinical data were collected from the elderly from August 2015 to February 2016. The dependent variable was the risk of heart failure; the independent variable was vitamin D deficiency; and intervening factors were age, gender, education, ethnicity, hypertension, diabetes mellitus, hypothyroidism, renal failure, dementia, stroke, dyslipidaemia, depression, smoking, alcoholism, obesity, andropause, and cardiac arrhythmia. To analyse the association between vitamin D deficiency and risk of heart failure, we used the bivariate logistic analysis, followed by analysis through the multivariate logistic regression model. Of the 137 elderly, the study found the following: women (75.9%); overweight (48.2%); obese (30.6%); increase in the index waist/hip (88.3%); dyslipidaemia (94.2%) and hypertension (91.2%); coronary artery disease (35.0%); and 27.7% with cardiac arrhythmia or left ventricular hypertrophy. Sixty-five per cent of the elderly were deficient in vitamin D. The risk of heart failure was significantly associated with vitamin D deficiency [odds ratio (OR): 12.19; 95% confidence interval (CI) = 4.23-35.16; P = 0.000], male gender (OR: 15.32; 95% CI = 3.39-69.20, P = 0.000), obesity (OR: 4.17; 95% CI = 1.36-12.81; P = 0.012), and cardiac arrhythmia (OR: 3.69; 95% CI = 1.23-11.11; P = 0.020). There was a high prevalence of vitamin D deficiency in the elderly, and the evidence shows a strong association between vitamin D deficiency and increased risk of heart failure in this population."
"91","30368247","2018","Alzheimer's research & therapy","Variability in metabolic parameters and risk of dementia: a nationwide population-based study.","Variability in biological parameters has been reported to be associated with adverse health outcomes. We aimed to investigate the composite effect of the visit-to-visit variability in blood pressure, glucose, cholesterol, and body mass index on the risk of dementia. A population-based cohort study including 2,930,816 subjects without a history of dementia, hypertension, diabetes mellitus, and dyslipidemia who underwent ≥ 3 health examinations was performed. The coefficient of variation (CV), standard deviation, and variability independent of the mean were calculated as variability indices. High variability was defined as having values in the highest quartile for each parameter. A total of 32,901 (1.12%) participants developed dementia, of which 74.4% and 11.0% were attributable to Alzheimer's disease and vascular dementia, respectively, during the median follow-up of 5.5 years. Individuals with higher variability of each parameter were at higher risk of future dementia. In the multivariable adjusted model, the hazard ratios and 95% confidence intervals of all-cause dementia were 1.22 (1.19-1.26) for one parameter, 1.39 (1.35-1.43) for two parameters, 1.54 (1.48-1.60) for three parameters, and 1.73 (1.60-1.88) for four parameters compared with subjects having no parameters of high variability measured as the CV. Consistent results were noted for Alzheimer's disease and vascular dementia, using other indices of variability and in various sensitivity and subgroup analyses. There was a linear association between the number of high variability parameters and risk of dementia. Reducing variability of metabolic parameters would be a target to preserve cognitive reserve in the general population."
"92","30180830","2018","BMC psychiatry","Physical fitness and dementia risk in the very old: a study of the Lothian Birth Cohort 1921.","Previous studies have demonstrated that individual measures of fitness - such as reduced pulmonary function, slow walking speed and weak handgrip - are associated with an increased risk of dementia. Only a minority of participants included in these studies were aged over 80. The aim of this study was therefore to investigate the association between physical fitness and dementia in the oldest old. Subjects (n = 488) were enrolled in the Lothian Birth Cohort 1921 and aged 79 at baseline. Dementia cases arising after enrolment were determined using data from death certificates, electronic patient records and clinical reviews. Fitness measures included grip strength, forced expiratory volume in 1 s (FEV1) and walking speed over 6 m, measured at 79 years. Dementia risk associated with each fitness variable was initially determined by logistic regression analysis, followed by Cox regression analysis, where death was considered as a competing risk. APOE ε4 status, age, sex, height, childhood IQ, smoking, history of cardiovascular or cerebrovascular disease, hypertension and diabetes were included as additional variables. Cumulative incidence graphs were calculated using Aalen-Johansen Estimator. Although initial results indicated that greater FEV1 was associated with an increased risk of dementia (OR (odds ratio per unit increase) 1.93, p = 0.03, n = 416), taking into account the competing risk of mortality, none of the fitness measures were found to be associated with dementia; FEV1 (HR (hazard ratio per unit increase) 1.30, p = 0.37, n = 416), grip strength (HR 0.98, p = 0.35, n = 416), walking speed (HR 0.99, p = 0.90, n = 416). The presence of an APOE ɛ4 allele was however an important predictor for dementia (HR 2.85, p < 0.001, n = 416). Cumulative incidence graphs supported these findings, with an increased risk of dementia for APOE ɛ4 carriers compared with non-carriers. While increased FEV1 was associated with reduced risk of death, there was no reduction in risk for dementia. In contrast to previous studies, this study found that lower fitness beyond age 79 was not a risk factor for subsequent dementia. This finding is not explained by those with poorer physical fitness, who would have been more likely to develop dementia, having died before onset of dementia symptoms."
"93","29796587","2018","Jornal brasileiro de nefrologia","First stages chronic kidney disease have mild effects on cognitive performance. Results of a 15,105 brazilian adult baseline cohort.","The aging of the population may lead to an increased prevalence of dementia and chronic kidney disease (CKD) and their overlap. We investigated the association between CKD and cognitive performance among Brazilian adults (35-74 years). Baseline data analysis of the Longitudinal Study of Adults (ELSA-Brasil), a multicenter cohort comprising 15,105 civil servants, was performed. Kidney function was defined by the CKD-Epi-estimated GRF and albumin creatinin ratio (ACR). Cognitive performance was measured across tests that included the word memory tests, verbal fluency tests and Trail Making Test B. Multiple logistic and linear regressions were used to investigate the association between CKD and global as well as test-specific lowered cognitive performance. More than 90% of participants did not present CKD even considering reduced GFR or increased ACR simultaneously. Lowered cognitive performance was detected among 15.8% of the participants and mean values of GFR were slightly higher among those with normal than with lowered cognitive performance (86 ± 15 mL/min/1.73 m2 x 85 ± 16 mL/min/1.73 m2, p < 0.01). Age, education, skin-color, smoking, drinking, hypertension, and diabetes were associated with lowered cognition. After adjustment for these variables, there was no association between CKD and lowered cognitive performance. Negligibly small beta values were observed when analyzing CKD and the scores of all tests. These results suggest that cognitive performance remains preserved until renal function reaches significant worsening. Preventive measures to maintain renal function may contribute to the preservation of cognitive function."
"94","29596471","2018","PloS one","Predicting dementia from primary care records: A systematic review and meta-analysis.","Possible dementia is usually identified in primary care by general practitioners (GPs) who refer to specialists for diagnosis. Only two-thirds of dementia cases are currently recorded in primary care, so increasing the proportion of cases diagnosed is a strategic priority for the UK and internationally. Variables in the primary care record may indicate risk of developing dementia, and could be combined in a predictive model to help find patients who are missing a diagnosis. We conducted a meta-analysis to identify clinical entities with potential for use in such a predictive model for dementia in primary care. We conducted a systematic search in PubMed, Web of Science and primary care database bibliographies. We included cohort or case-control studies which used routinely collected primary care data, to measure the association between any clinical entity and dementia. Meta-analyses were performed to pool odds ratios. A sensitivity analysis assessed the impact of non-independence of cases between studies. From a sift of 3836 papers, 20 studies, all European, were eligible for inclusion, comprising >1 million patients. 75 clinical entities were assessed as risk factors for all cause dementia, Alzheimer's (AD) and Vascular dementia (VaD). Data included were unexpectedly heterogeneous, and assumptions were made about definitions of clinical entities and timing as these were not all well described. Meta-analysis showed that neuropsychiatric symptoms including depression, anxiety, and seizures, cognitive symptoms, and history of stroke, were positively associated with dementia. Cardiovascular risk factors such as hypertension, heart disease, dyslipidaemia and diabetes were positively associated with VaD and negatively with AD. Sensitivity analyses showed similar results. These findings are of potential value in guiding feature selection for a risk prediction tool for dementia in primary care. Limitations include findings being UK-focussed. Further predictive entities ascertainable from primary care data, such as changes in consulting patterns, were absent from the literature and should also be explored in future studies."
"95","29574441","2018","BMJ open","Lifestyle and vascular risk effects on MRI-based biomarkers of Alzheimer's disease: a cross-sectional study of middle-aged adults from the broader New York City area.","To investigate the effects of lifestyle and vascular-related risk factors for Alzheimer's disease (AD) on in vivo MRI-based brain atrophy in asymptomatic young to middle-aged adults. Cross-sectional, observational. Broader New York City area. Two research centres affiliated with the Alzheimer's disease Core Center at New York University School of Medicine. We studied 116 cognitively normal healthy research participants aged 30-60 years, who completed a three-dimensional T1-weighted volumetric MRI and had lifestyle (diet, physical activity and intellectual enrichment), vascular risk (overweight, hypertension, insulin resistance, elevated cholesterol and homocysteine) and cognition (memory, executive function, language) data. Estimates of cortical thickness for entorhinal (EC), posterior cingulate, orbitofrontal, inferior and middle temporal cortex were obtained by use of automated segmentation tools. We applied confirmatory factor analysis and structural equation modelling to evaluate the associations between lifestyle, vascular risk, brain and cognition. Adherence to a Mediterranean-style diet (MeDi) and insulin sensitivity were both positively associated with MRI-based cortical thickness (diet: βs≥0.26, insulin sensitivity βs≥0.58, P≤0.008). After accounting for vascular risk, EC in turn explained variance in memory (P≤0.001). None of the other lifestyle and vascular risk variables were associated with brain thickness. In addition, the path associations between intellectual enrichment and better cognition were significant (βs≥0.25 P≤0.001), as were those between overweight and lower cognition (βs≥-0.22, P≤0.01). In cognitively normal middle-aged adults, MeDi and insulin sensitivity explained cortical thickness in key brain regions for AD, and EC thickness predicted memory performance in turn. Intellectual activity and overweight were associated with cognitive performance through different pathways. Our findings support further investigation of lifestyle and vascular risk factor modification against brain ageing and AD. More studies with larger samples are needed to replicate these research findings in more diverse, community-based settings."
